generator_output_mw,turbine_speed_rpm,efficiency_percent,pressure_bar,vibration_levels_mm_s,temperature_c,torque_knm
0,0,0,6.911462727,7.794010727,30.12866061,0
15.61066191,853.6877498,97.56663694,4.357602354,9.444625619,38.65225198,174.619866
2.135046852,866.6127891,4.133299798,3.8010967,21.86492342,35.24696563,23.52630364
8.247938936,1149.3847,51.54961835,3.459774491,3.681815588,41.72768751,68.52537285
0,953.6628144,0,3.501721088,2.803033746,445.3213835,0
2.220069359,1209.205162,32.02881229,3.010394245,19.01772171,64.83940564,17.5322612
1.386928505,1442.829474,10.18445394,5.568837438,21.21594811,68.50510227,9.179318745
12.14224634,926.7191186,75.88903962,5.758556456,9.053941941,29.53907643,125.1187217
4.417653673,1364.200211,39.11528564,3.429509387,18.526507,75.7093031,30.92323604
8.088322307,677.1582747,54.97085719,3.340905142,10.92692907,36.57873356,114.0616477
7.499679546,216.6846056,44.56775817,3.292448437,12.89458353,49.18155785,330.5110858
2.069066512,1056.333635,2.567912873,2.310456664,24.66837763,39.24617776,18.70444065
8.196150308,869.0471225,51.22593943,4.498473233,3.199522494,34.33943891,90.06124999
0,345.6482071,0,3.100321408,6.752544028,36.39159583,0
11.55814427,1073.684324,72.23840169,6.452622601,2.76919751,39.60969402,102.7975776
8.601662531,938.5885844,53.76039082,3.703900188,8.517057075,42.33328007,87.51419738
2.3370603,1003.965032,1.19440223,2.941772289,20.40709384,44.37943985,22.22914268
11.22999674,1149.416541,70.18747964,3.348043542,4.01336798,31.68571529,93.29826542
0,452.8024342,0,1.281713771,6.411678082,39.38215542,0
2.820836248,1432.709679,46.99260136,5.69649804,21.40468889,78.33569167,18.80143783
0,0,0,0.773198634,3.345208181,16.88160653,0
6.504820568,214.0978105,40.56352717,2.962154702,12.4463831,40.45325941,290.1312288
0,234.712186,0,2.466000486,5.342635535,26.45296827,0
5.741530754,1316.892173,41.5349181,4.85560002,21.12780788,64.05070094,41.63406933
9.207820013,654.1259133,64.67275806,3.627687868,10.43753674,44.71840489,134.4209156
0,0,0,7.746481761,6.967905644,31.78937634,0
0.058715261,976.2087524,24.0196669,2.376645693,20.93161531,35.14730396,0.574354041
0,0,0,0.099897126,2.981239634,18.05341735,0
0,0,0,0.673522237,1.981331116,10.10293615,0
13.81800677,1009.701976,86.36254229,5.1728084,3.93457487,42.77167874,130.6843485
0,351.0150107,0,1.423972059,6.176990816,30.20139352,0
3.722632155,1365.889181,33.39518332,6.48363538,18.48115727,73.32699089,26.02591705
0,0,0,1.194762732,2.814357631,14.80455491,0
0,0,0,1.173351268,2.749111233,14.6069871,0
7.282684976,397.9771913,50.92721852,3.433948677,10.53347903,53.85867018,174.7449861
10.2426308,1122.966147,64.01644253,6.599479228,4.179487478,35.24364159,87.09961523
0,249.7869634,0,3.549138433,5.015404145,36.72009564,0
7.463558031,318.6520928,48.92545342,2.352751598,13.6748316,44.39124633,223.6662832
0.026956623,1040.299644,0.670636307,3.122930893,21.18734806,45.05895613,0.247444849
8.039545364,892.4088119,50.24715852,4.143025272,9.717502128,36.88165655,86.02784068
0,0,0,0.071703906,3.446980343,7.992955131,0
0,0,0,1.771740625,0.098684402,20.93460013,0
9.182913456,1123.245928,57.3932091,4.603807821,6.419137621,34.09373013,78.06871311
10.33935594,1562.641349,54.45300087,4.137771374,11.54205104,661.8006316,63.18377306
1.908252381,965.1667185,15.85353601,3.369383627,22.1652318,43.88013392,18.88012464
9.080272772,757.4162897,56.21195969,4.203071586,11.80262358,40.25895758,114.4815856
0,375.8264281,0,2.344381177,6.514885825,31.78364145,0
7.466301871,281.8844886,47.79414354,2.502742906,13.79656228,48.94524411,252.9331476
9.472402618,906.6200019,59.20251636,3.190161072,2.923427365,32.7115957,99.77143874
0,0,0,6.298121654,8.081109958,32.27017577,0
0,0,0,0.159861974,4.578194434,23.5945748,0
1.503561393,677.2847251,5.713395623,1.456299257,20.47204488,41.65050096,21.1992876
7.093323118,257.1497746,52.55339664,2.333752643,10.87949022,51.17069468,263.4116492
0,0,0,6.821141532,9.331249459,41.98284906,0
2.868897272,1428.673877,36.54486564,3.099351571,21.41051716,69.36821301,19.17579048
0,0,0,0.971827469,1.840805316,10.0489732,0
0,294.8605985,0,2.876430519,6.200644647,25.86860992,0
0,285.3947886,0,2.800853635,7.212737304,29.45070008,0
0,0,0,0.810109123,0.988001678,20.60580989,0
13.38559842,973.7451165,83.65999011,6.921690534,5.422904132,34.28173289,131.2695151
2.64549602,625.5986591,25.32084841,3.706758278,21.28578833,40.38666109,40.38152215
6.794892499,205.1671813,41.68718969,3.387379385,11.13693531,52.47704161,316.2613208
0,0,0,7.736220578,6.536700803,35.45479669,0
2.386591724,1201.009302,43.61397523,6.947288912,18.09046116,78.93851294,18.97593313
4.113584932,1364.534512,28.94997239,5.459789245,18.76946986,72.58188104,28.78772373
7.296355207,379.6624309,45.26151542,2.836318697,11.42173668,51.04856253,183.5184474
14.34803303,727.715029,89.67520647,3.548663639,6.309390812,42.56550039,188.2792266
3.770224157,1472.574344,21.1606295,3.208986651,20.52324893,68.21276392,24.44901259
0,0,0,7.859885014,7.139133951,45.12085406,0
0,0,0,0.061530268,4.077024673,24.41586504,0
3.934758937,1386.473139,10.84284314,5.985790967,18.99419101,70.03271508,27.10054672
0,0,0,0.616802467,4.75975796,11.88372686,0
0,339.2687138,0,3.951603075,3.065624216,24.51345413,0
2.886165385,1378.891825,11.45676174,4.942061576,21.81857373,66.32989538,19.98768051
7.402293862,366.384108,41.14586121,2.825516759,13.67377528,54.53550336,192.9305828
2.393248716,1384.202566,40.21884313,5.541809351,20.35585964,67.00482515,16.51047495
10.7937677,309.2279581,65.50027691,3.064850994,9.265084715,30.90582477,333.3233181
6.497867437,384.2973577,46.45356571,2.451232922,13.66290199,53.80911916,161.4636741
15.02200958,806.6627971,93.88755991,4.281205851,3.022651627,31.93931474,177.8309664
0,0,0,7.984440178,7.722885603,34.53816003,0
0,0,0,6.449063341,6.394291866,35.82765323,0
13.15451002,961.753197,82.21568764,5.248543444,5.072919356,43.59970216,130.6118015
7.585872619,1271.041745,53.8729918,5.632834041,7.323436479,586.5477894,56.99242199
0,201.4685576,0,3.090242632,6.447234378,30.08861795,0
8.133928376,746.2577392,50.83705235,4.318966214,9.052439606,44.19955715,104.0837373
2.3523396,1306.939948,18.60169814,6.63940742,18.69748147,64.47863499,17.18762101
0,0,0,6.156875242,5.314505861,36.84654364,0
0,390.71548,0,3.355405595,3.875312398,29.2507192,0
0,0,0,0.688994296,0.749609551,14.56337098,0
2.448564925,992.1697114,16.44809315,2.507653506,21.23688391,36.66948915,23.566606
0,0,0,1.557969898,1.914503888,21.31780053,0
5.501688332,1290.852664,37.77577143,5.535291404,20.13732536,79.89545781,40.69965153
5.658619519,1796.921829,44.41170266,3.028554707,4.776906067,826.2023179,30.07133376
7.162960607,332.365102,51.02717511,2.437967182,10.60866664,45.48152281,205.8014962
0,220.2391868,0,1.297474165,3.548967463,23.24544081,0
2.617897958,1262.161557,37.85078472,3.231952089,20.29776261,60.98916156,19.8065643
0,337.0626653,0,2.593834492,4.461294889,34.62612347,0
15.98650372,1143.339176,99.91564825,5.605493363,7.474736069,43.76413892,133.5210658
1.565710263,845.2309565,9.908984497,2.350526405,20.62941686,47.90693878,17.68916715
8.392297757,823.688751,52.45186098,3.882094259,9.925666835,38.87683877,97.29468834
0,0,0,1.571660903,4.426082069,17.78065073,0
6.822539939,215.6312902,44.42461912,3.087138176,13.62677704,50.10600031,302.1382346
0,0,0,0.289726614,1.185544271,24.23404956,0
0,0,0,1.797174816,3.531742411,19.37881989,0
0.856471212,761.0661029,15.10752797,2.563457392,22.97887031,43.97068822,10.74636958
15.64018859,1100.842637,97.75117868,4.615220419,3.547339631,34.75370635,135.6713435
10.67751028,1196.444063,66.73443924,5.991003195,7.693982792,38.93705736,85.22146217
3.134797799,1414.323762,35.01375817,5.645823494,21.8959573,76.16587982,21.16567276
0,0,0,0.08268738,3.265172486,16.02951099,0
0,257.284638,0,3.069932373,5.481748936,22.56388573,0
11.17796195,465.2356164,73.64692204,3.940314973,8.345216154,34.48513645,229.4357313
0,335.005965,0,1.791976896,7.193561455,39.88533046,0
11.42072603,325.3550509,72.04773009,3.308862234,9.284343426,34.32678922,335.2027263
0,289.6321396,0,3.439231141,4.676641036,21.43058231,0
4.673651022,1288.439173,48.90037851,3.691763673,19.37239604,71.96205957,34.63887212
0.999617418,792.4983026,28.2462064,1.429495401,22.68397736,38.78001811,12.04500144
0,446.003641,0,1.982648907,6.746811403,29.39035969,0
0,0,0,6.954893041,6.043753257,38.84212214,0
0,344.0790521,0,2.092566359,5.988348749,24.53892591,0
2.385826911,940.5847698,8.802934312,1.877804557,20.03763258,30.13510174,24.22213234
10.79883661,312.2099225,65.82641702,4.569655286,8.314856022,38.44467388,330.2947348
9.142712252,922.735272,57.14195158,3.299661326,8.104393942,38.44073426,94.61702998
14.68630219,875.8480291,91.78938871,5.115066411,2.684846008,41.89096778,160.123504
0,0,0,6.585548971,6.748577755,34.82542095,0
0,0,0,0.645686011,3.503553685,14.060061,0
8.604847424,710.7782647,54.32105915,3.377478728,11.58814912,38.26733526,115.6060113
8.849717748,627.8802924,54.28923008,4.04304118,11.21604739,44.56670292,134.5934575
0,446.3782572,0,2.867392551,6.627072882,23.83145344,0
15.83156151,1052.08981,98.94725945,4.849816554,2.410647881,39.25258333,143.6952196
0,0,0,0.197781583,4.237605535,5.175942907,0
9.867384361,944.4575525,61.67115226,5.33982542,6.144954339,40.34232956,99.76793508
0,293.1589759,0,3.925847745,7.723190973,20.75510362,0
3.454467897,1224.333332,39.60640855,3.851187775,21.81033764,70.26301646,26.94342924
7.141727673,351.6265079,54.29597689,3.798541564,10.02579568,43.95909644,193.9514631
11.3404253,912.6025005,70.87765814,5.690514014,7.027678617,41.5735408,118.6640235
0,0,0,0.594414547,1.24906559,14.07663548,0
8.077846325,672.1636876,50.02654343,3.841419608,10.50960712,37.87069437,114.7603653
0,0,0,0.740379183,4.018399689,7.33688629,0
10.39560586,761.396239,64.97253661,5.919555494,8.874701466,38.43695432,130.3798449
0,0,0,0.572245868,0.47013723,6.594435316,0
0,0,0,0.91451155,0.694820684,13.23859452,0
1.09761756,1202.461366,30.73130578,4.087564079,19.31478224,65.51550889,8.71668389
10.18371886,1055.43529,63.6482429,4.254070947,3.995265444,35.47441078,92.13956806
0.522500503,846.6180667,10.09420307,2.834712762,23.37879805,42.19207665,5.893463021
0,0,0,6.32032341,9.524125396,38.29700378,0
9.93181323,703.6187935,51.92796891,2.816401844,10.87083553,48.55704444,134.7914965
13.05082983,1110.238391,81.56768641,4.844244662,7.684668958,37.57979851,112.2517882
2.951718805,1078.969961,26.11368554,3.649300464,21.49376079,31.66400563,26.1238397
0,0,0,0.82846806,2.788192186,16.80757954,0
1.6276468,963.7138374,18.9224731,2.579836827,21.49706419,31.98981133,16.12810922
11.26814056,931.791773,70.42587848,3.19252085,8.531527248,39.75970308,115.4794658
8.42119114,857.2364521,52.63244463,3.024297355,4.472626245,39.22937693,93.80895038
1.160301902,1032.036622,4.470710297,3.222952374,24.84160193,42.4120035,10.73611804
11.49685913,846.3778631,71.85536959,4.32960038,3.865047654,42.56959986,129.713834
3.363832709,1348.212666,31.20226991,5.637697203,19.69322191,72.6063881,23.82579322
0,0,0,0.621386551,0.192851683,15.28186305,0
0,0,0,0.402624924,0.141008149,10.01173282,0
1.086079928,982.0797261,19.8106033,2.714466279,24.29310279,30.90392055,10.56054725
12.85449117,1182.949814,80.34056979,4.998225602,9.849259058,42.1193054,103.7671651
8.51354947,1153.366077,53.20968419,5.085984447,9.354287749,27.68902612,70.48794871
0.455510767,966.4251657,11.47318221,1.813191786,21.67031692,33.44473871,4.500925231
7.908238173,269.7983204,44.04616626,3.42860463,13.09797027,41.16654366,279.9057891
15.64837935,737.9403005,97.80237094,3.534827637,7.565465988,44.64151727,202.4974316
10.40550793,336.0827801,67.9978356,3.60207132,8.30401522,33.8870777,295.6571631
0,0,0,0.673567703,3.649561762,17.28136484,0
13.78934203,1099.611503,86.18338768,4.930658974,9.2252749,39.93345916,119.7500357
13.73060845,1124.331533,85.8163028,3.583090334,9.000574994,39.83719262,116.6183181
0,0,0,7.018605069,6.385464033,40.00127326,0
14.7943072,1006.879773,92.46442003,5.254598734,7.468548125,33.13291189,140.3099268
0,0,0,6.939068488,8.936863019,30.5899162,0
10.71423747,423.6973711,69.53261664,4.93917918,8.546018446,34.3183105,241.4776165
0,0,0,0.400750969,2.486700871,12.01668933,0
3.982164368,1224.4875,30.66412436,6.864809848,21.3712214,78.02226497,31.05533425
5.883312067,1295.133933,46.52787127,4.774628952,19.7385971,64.40240105,43.37890499
11.55841976,472.0117726,69.47621235,3.536300153,8.379530965,34.1930735,233.839037
0,0,0,0.017320919,1.710261388,16.69681633,0
3.891686727,1286.23207,47.11437702,6.210732464,19.91263367,70.56834161,28.8928193
9.753087841,888.3991248,60.956799,4.527187517,4.593926724,36.48890502,104.8347818
10.3617079,402.7324485,69.80788881,3.914953916,8.805398868,32.70821693,245.6892218
7.77974158,378.8248705,46.7685776,3.245254482,13.97186018,47.57097388,196.109246
14.51347351,1000.789947,90.70920942,5.410752113,9.695266663,38.22401102,138.484068
0,0,0,1.444105491,3.835495975,10.40816625,0
13.06726421,794.666033,81.67040129,5.270639494,7.431806152,43.98875829,157.0259409
7.326913441,394.5747395,51.47390368,2.267529055,11.40775369,51.59106031,177.3222219
10.25820993,1007.034031,64.11381207,6.078122919,4.545799517,27.49217289,97.27445751
1.711841108,1463.164621,28.10917921,4.045862881,19.48710948,71.25260743,11.17227564
10.33316917,1059.73521,64.58230731,4.846661153,6.394698761,38.98337876,93.11240784
0,0,0,1.820363589,3.12871245,19.9093632,0
7.119046133,242.292144,45.15367273,3.425860704,10.57346209,52.82610803,280.5781558
0,0,0,7.577003628,8.206417986,32.88536326,0
11.81266262,877.2870745,73.82914136,3.303889702,6.057190688,31.33499012,128.5811932
0.455402184,866.3183642,26.17170954,2.035571628,23.57187632,30.44308719,5.019829546
0,0,0,6.46637236,6.941397048,42.45729971,0
10.32947569,432.0007798,68.50634359,4.890820095,8.176380886,40.46177369,228.3311317
0,0,0,1.845870807,2.403842681,21.52480496,0
9.420693871,644.4953054,50.02545738,2.683083815,10.12039891,45.07271744,139.5836386
8.043802502,1073.284232,50.27376564,4.464173815,3.568877593,39.26237646,71.5678601
0,390.3997809,0,1.625366012,5.549568996,28.45701691,0
9.102061582,884.0124265,56.88788488,3.761828467,6.35422302,43.0957292,98.32247034
1.697047015,760.2139736,4.791010877,3.920978667,24.08502066,48.61947655,21.3171631
14.52282891,986.5716598,90.76768071,4.758294137,2.298873871,39.53520042,140.5704281
3.859065621,1214.162317,26.14961547,6.344782173,19.15120159,62.27454246,30.35126494
11.42892008,357.228415,72.94898856,3.624760323,8.785511739,43.37248779,305.5136235
2.13615537,1494.242183,25.1756868,3.925000463,18.45045186,68.34851667,13.65158969
3.117079301,1288.157585,38.13559715,6.443982037,18.81991867,63.36912184,23.10735509
7.045137455,303.6428466,45.00258839,2.662372135,10.45888498,46.05150616,221.5632866
10.56866331,365.6208803,65.80787245,4.74507028,8.15047548,42.74846404,276.0326499
8.020023983,649.0702591,62.37871804,2.540862984,10.81596326,41.29843234,117.9927543
0,0,0,0.64264048,0.972527376,5.042239468,0
9.024389017,986.6931022,56.40243136,3.704638833,6.730070761,41.43952637,87.33877538
0,0,0,7.067559557,8.975383812,35.88278586,0
5.644571153,1229.181523,30.38629373,4.579544604,20.81455157,70.14250948,43.85168751
0,0,0,7.130434397,7.225565434,42.42983215,0
0,421.6240939,0,3.013631551,7.299432289,34.26688615,0
9.797750813,987.6114166,61.23594258,3.62396797,6.58772536,32.93290918,94.7352641
15.06527876,897.487049,94.15799223,3.611679915,7.436210656,43.01788935,160.2951432
2.605179336,1398.551844,45.37147289,4.489427845,21.70442806,79.06888537,17.78813581
0,0,0,1.067624148,4.128079926,19.54667046,0
10.00216584,333.4494082,71.22001043,4.799514647,8.909898521,34.88049479,286.4411984
0.478507253,911.4720887,20.84073755,1.798185856,24.67355427,48.22660627,5.013217337
0,0,0,6.429682192,8.696740184,39.51289882,0
9.906209861,633.1254721,57.16794684,3.324634584,11.29113051,45.49225311,149.4132525
13.53720308,1064.360459,84.60751926,4.877672671,8.546945941,44.6561314,121.4539361
0,0,0,6.062369163,8.71008538,43.4969884,0
9.342951077,649.467105,59.05961949,4.331573138,10.67592319,41.55142717,137.3720241
5.806860264,1226.843744,32.15329402,6.782164196,19.46704992,74.15749895,45.19844615
0.482413998,937.8042121,14.30229045,3.38046749,23.8809771,30.65121775,4.912234648
5.696650369,1783.373417,52.43000479,4.298092751,4.916726598,870.9400604,30.50342873
8.158852715,910.4149218,50.99282947,6.095952221,8.481708291,35.32225065,85.57779811
2.001958851,1441.273837,33.68301932,4.633392857,21.02221051,65.08456687,13.26416836
9.730468092,619.4887801,53.76855601,2.610457232,11.45199985,43.59036422,149.9932343
13.07187444,1021.754768,81.69921525,6.317873069,6.410112464,27.05114555,122.1694382
15.12156441,862.7317328,94.50977754,3.256361387,6.008738226,42.886724,167.3756718
0,0,0,1.264462833,2.831724106,17.07412199,0
2.137274382,796.2818218,12.851859,1.391443541,24.71308169,37.79887215,25.63095929
0,0,0,0.965366041,2.983367984,5.386776626,0
3.920260455,1253.549259,20.44809361,5.7040436,21.0104033,69.5553095,29.86378837
15.75220582,1059.844552,98.4512864,3.678370857,5.986516022,39.44907631,141.9288187
0,424.1143059,0,1.094196701,6.92916749,33.00915464,0
8.024660487,772.4773873,58.27947004,3.027115025,11.5641375,48.43106592,99.20013744
0,420.0513321,0,1.618458813,4.823243402,32.68935006,0
8.662373753,887.2398123,54.13983595,5.963368933,7.13282802,35.65126397,93.23248907
12.30926261,735.6264108,76.93289128,5.76119879,2.497385862,38.45358298,159.7887157
9.723352879,637.5024183,57.571867,3.92928751,10.61298067,36.34486276,145.648358
9.093416915,799.0983818,56.83385572,3.953645959,6.652259071,42.53897514,108.6671392
6.930744947,319.3608667,53.53321733,3.448458617,12.59705114,41.74042111,207.2380995
9.954965496,912.9254257,62.21853435,5.858005725,5.61045556,40.8807192,104.1299928
0,0,0,0.172250197,0.692817616,14.67998435,0
4.777529956,1496.955428,19.60961797,6.513747814,18.61627095,60.17329774,30.47655905
0,0,0,0.522150266,3.853636504,11.82904391,0
10.4202527,484.6574766,70.11036214,3.507424582,8.777814226,38.41334225,205.3121809
10.63774861,1070.504916,66.4859288,4.95693086,2.981620847,41.35706919,94.89262026
0,366.6590736,0,3.523105199,5.056418729,31.49956618,0
0,0,0,1.438724621,0.185120135,12.43243671,0
0,0,0,2.173727868,1.49074555,214.8538656,0
9.854006575,970.8279116,61.58754109,4.500299014,6.752651596,44.66096417,96.92637615
14.55846133,1060.272205,90.99038332,6.827186685,7.381597224,41.52538272,131.1201637
10.84056244,409.6096524,70.45636093,4.899385006,9.149905047,34.14413467,252.727799
0,0,0,0.730027966,3.124991202,17.07968208,0
0,0,0,0.253975571,0.789626127,15.83462048,0
0,250.5725014,0,1.955353483,7.219338424,39.67710569,0
3.570704261,1455.830031,15.7945638,6.783554211,18.1737683,77.93768331,23.42149377
9.803620129,1006.610622,61.27262581,3.627706769,5.056785137,38.39914982,93.00286941
4.515513986,1462.309989,41.89644044,3.321747055,18.27369187,65.39725842,29.48757966
0,0,0,0.736748869,4.39633186,10.58757343,0
0,267.2553786,0,3.1495849,7.045925093,26.28748396,0
11.17607959,339.9858133,68.36131956,3.049652598,8.010398005,40.98291248,313.9063293
0,0,0,1.049032001,1.749712626,17.36027791,0
0.363982075,1077.227227,18.2886179,2.537779447,21.82623263,44.3015502,3.226592031
0,0,0,7.64448807,7.444240314,42.0881553,0
0,0,0,0.888525464,1.610539497,14.32570053,0
3.209590922,1247.624398,33.83772036,6.729076799,20.96465966,71.67163884,24.56615603
3.073965675,1445.366746,44.24794251,6.462130121,21.62987522,68.60310956,20.30917759
0,0,0,0.035670913,1.061531931,13.25844023,0
10.33903785,368.5326935,70.85935056,4.783642744,9.495697413,35.12952228,267.9017102
14.29925267,1036.12878,89.37032918,4.295135354,9.547384134,29.33869534,131.7865186
12.30665092,1125.833097,76.91656827,3.249170349,7.974637244,28.0804395,104.3847973
6.413777174,304.9052254,48.67978623,3.151899636,11.6092933,53.80648199,200.8724527
9.091975499,1036.336215,56.82484687,5.010730671,4.925898718,39.13713672,83.77780235
0,0,0,6.744898818,5.683238004,48.97705182,0
0,0,0,0.350689158,1.50323621,13.6290457,0
11.99814917,1112.726395,74.98843231,6.154572999,3.238509656,42.67291589,102.9668078
1.275329301,929.5204116,26.27213471,1.14864192,23.4443401,39.61365255,13.10191534
0,0,0,6.105263015,7.25747226,48.47216879,0
